auld lang syne,17
for auld lang,14
well tak a,6
a cup o,5
cup o kindness,5
kindness yet for,5
o kindness yet,5
tak a cup,5
yet for auld,5
jo for auld,4
lang syne for,4
lang syne my,4
lang syne well,4
my jo for,4
syne for auld,4
syne my jo,4
syne well tak,4
acquaintance be forgot,2
and well tak,2
auld acquaintance be,2
be forgot and,2
lang syne and,2
lang syne we,2
should auld acquaintance,2
sin auld lang,2
syne we twa,2
we twa hae,2
a hand my,1
a hand o,1
a right gudewillie,1
a weary fit,1
about the braes,1
and auld lang,1
and gies a,1
and never brought,1
and poud the,1
and surely ill,1
and surely yell,1
and theres a,1
be mine and,1
be your pintstoup,1
between us braid,1
braes and poud,1
braid hae roard,1
brought to mind,1
burn frae morning,1
but seas between,1
but weve wanderd,1
dine but seas,1
fiere and gies,1
fine but weve,1
fit sin auld,1
forgot and auld,1
forgot and never,1
frae morning sun,1
gies a hand,1
gowans fine but,1
gudewillie waught for,1
hae paidld in,1
hae roard sin,1
hae run about,1
hand my trusty,1
hand o thine,1
ill be mine,1
in the burn,1
mind should auld,1
mine and well,1
mony a weary,1
morning sun till,1
my trusty fiere,1
never brought to,1
o thine and,1
paidld in the,1
pintstoup and surely,1
poud the gowans,1
right gudewillie waught,1
roard sin auld,1
run about the,1
seas between us,1
sun till dine,1
surely ill be,1
surely yell be,1
syne and surely,1
syne and theres,1
tak a right,1
the braes and,1
the burn frae,1
the gowans fine,1
theres a hand,1
thine and well,1
till dine but,1
to mind should,1
trusty fiere and,1
twa hae paidld,1
twa hae run,1
us braid hae,1
wanderd mony a,1
waught for auld,1
weary fit sin,1
weve wanderd mony,1
yell be your,1
your pintstoup and,1
